id,parent,place_type,place_code,code_type,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,street_code,box_code,latitude,longitude,last_modified
100001,101353,local_municipality,KZN263,municipal_code,Abaqulusi,,,,,,,,,,,,,-27.8471729,30.8059392,2024-03-27T05:03:20.669328+00:00
100002,101168,town,,,Abbotsdale,,,,,,,,,,,7300,,-33.4924125,18.6687469,2024-03-27T05:03:23.790622+00:00
100003,100143,town,,,Aberdeen,,,,,,,,,,,6270,6270,-32.4731045,24.0199311,2024-03-27T05:03:17.692731+00:00
100004,100136,town,,,Acornhoek,,,,,,,,,,,1360,1360,-24.6088566,31.0580914,2024-03-27T05:03:21.345441+00:00
100005,100306,town,,,Adams Mission,,,,,,,,,,,4110,4100,-30.0310189,30.8095154,2024-03-27T05:03:19.626294+00:00
100006,101161,town,,,Addo,,,,,,,,,,,6105,6105,-33.5364815,25.6894928,2024-03-27T05:03:17.885294+00:00
100007,100904,town,,,Adelaide,,,,,,,,,,,5760,5760,-32.6896269,26.2841355,2024-03-27T05:03:17.538106+00:00
100008,100151,local_municipality,LIM352,municipal_code,Aganang,,,,,,,,,,,,,-23.6739209,29.1288720,2024-03-27T05:03:20.753677+00:00
100009,100500,town,,,Aggeneys,,,,,,,,,,,,8893,-29.2297459,18.8458324,2024-03-27T05:03:22.136169+00:00
100010,101213,town,,,Agisanang,,,,,,,,,,,2760,2760,-26.5613947,25.8175337,2024-03-27T05:03:22.922386+00:00
100011,100175,town,,,Akasia,,,,,,,,,,,0601,,-25.6478121,28.0814965,2024-03-27T05:03:19.155027+00:00
100012,100349,local_municipality,MP301,municipal_code,Albert Luthuli,,,,,,,,,,,,,-26.0969422,30.1747849,2024-03-27T05:03:21.502784+00:00
100013,100269,town,,,Alberton,,,,,,,,,,,1449,1450,-26.3265419,28.0787148,2024-03-27T05:03:19.300307+00:00
100014,101053,town,,,Alexander Bay,,,,,,,,,,,,8290,-28.6059016,16.4790338,2024-03-27T05:03:22.209971+00:00
100015,100173,town,,,Alexandra,,,,,,,,,,,2090,2014,-26.1056836,28.0935571,2024-03-27T05:03:19.019200+00:00
100016,100854,town,,,Alexandria,,,,,,,,,,,6185,6185,-33.6553521,26.4033723,2024-03-27T05:03:17.858843+00:00
100017,100255,district_municipality,DC44,municipal_code,Alfred Nzo,,,,,,,,,,,,,-30.5363342,28.5680413,2024-03-27T05:03:17.301416+00:00
100018,100884,town,,,Alice,,,,,,,,,,,5700,5700,-32.7891031,26.8072426,2024-03-27T05:03:17.504119+00:00
100019,100670,town,,,Alicedale,,,,,,,,,,,6135,6135,-33.3228295,26.0749035,2024-03-27T05:03:17.838488+00:00
100020,100680,town,,,Aliwal North,,,,,,,,,,,9750,9750,-30.7002903,26.6971434,2024-03-27T05:03:18.140173+00:00
100021,100090,town,,,Alldays,,,,,,,,,,,0909,0909,-22.6823872,29.1009678,2024-03-27T05:03:20.767403+00:00
100022,100027,local_municipality,EC124,municipal_code,Amahlathi,,,,,,,,,,,,,-32.4445720,27.0868375,2024-03-27T05:03:17.360484+00:00
100023,100571,district_municipality,DC25,municipal_code,Amajuba,,,,,,,,,,,,,-27.7945509,29.8830249,2024-03-27T05:03:19.573675+00:00
100024,100687,town,,,Amalia,,,,,,,,,,,2786,2786,-27.2434993,25.0335223,2024-03-27T05:03:22.816426+00:00
100025,101177,town,,,Amandelbult,,,,,,,,,,,0362,0362,-24.8209406,27.2776131,2024-03-27T05:03:21.313544+00:00
100026,100306,town,,,Amanzimtoti,,,,,,,,,,,4126,4125,-30.0323940,30.8761746,2024-03-27T05:03:19.630078+00:00
100027,100255,district_municipality,DC12,municipal_code,Amathole,,,,,,,,,,,,,-32.7211885,26.7584955,2024-03-27T05:03:17.350759+00:00
100028,101239,town,,,Amatikulu,,,,,,,,,,,3801,3801,-29.0484255,31.5267446,2024-03-27T05:03:20.575967+00:00
100029,100986,town,,,Amersfoort,,,,,,,,,,,2490,2490,-27.0150236,29.8333898,2024-03-27T05:03:21.737421+00:00
100030,100759,town,,,Amsterdam,,,,,,,,,,,2375,2375,-26.6365111,30.6506353,2024-03-27T05:03:21.646563+00:00
100031,100409,town,,,Anerley,,,,,,,,,,,,4230,-30.6715707,30.4966244,2024-03-27T05:03:19.955960+00:00
100032,100881,town,,,Arlington,,,,,,,,,,,9602,9602,-28.0271600,27.8466304,2024-03-27T05:03:18.786452+00:00
100033,100147,town,,,Arniston,,,,,,,,,,,,7280,-34.6791805,20.2262380,2024-03-27T05:03:23.477359+00:00
100034,100822,town,,,Ashdown,,,,,,,,,,,3201,3216,-29.6388121,30.3272321,2024-03-27T05:03:20.165306+00:00
100035,100587,town,,,Ashton,,,,,,,,,,,6715,6715,-33.8326279,20.0468465,2024-03-27T05:03:23.031688+00:00
100036,100755,town,,,Askham,,,,,,,,,,,8814,8814,-26.9817428,20.7805049,2024-03-27T05:03:22.488731+00:00
100037,100541,town,,,Aston Bay,,,,,,,,,,,6332,6332,-34.0815898,24.9016753,2024-03-27T05:03:17.735383+00:00
100038,101213,town,,,Atamelang,,,,,,,,,,,2732,2732,-26.5032448,25.3634796,2024-03-27T05:03:22.926273+00:00
100039,100172,town,,,Atlantis,,,,,,,,,,,7349,,-33.5451085,18.4414329,2024-03-27T05:03:23.163608+00:00
100040,100175,town,,,Atteridgeville,,,,,,,,,,,0008,0006,-25.7836312,28.0471225,2024-03-27T05:03:19.158911+00:00
100041,100471,town,,,Augrabies,,,,,,,,,,,,8874,-28.5926259,20.3358642,2024-03-27T05:03:22.384911+00:00
100042,100945,suburb,,,Avondale,,,,,,,,,,,7500,,-33.8939362,18.5955251,2024-03-27T05:03:23.253617+00:00
100043,100936,town,,,Baardskeerdersbos,,,,,,,,,,,,7271,-34.5869627,19.5664215,2024-03-27T05:03:23.521261+00:00
100044,101228,town,,,Babanango,,,,,,,,,,,,3850,-28.3793493,31.0790037,2024-03-27T05:03:20.721858+00:00
100045,100012,town,,,Badplaas,,,,,,,,,,,1190,1190,-25.9509394,30.5184395,2024-03-27T05:03:21.509886+00:00
100046,100655,town,,,Bafokeng,,,,,,,,,,,,2711,-25.5975270,27.1456317,2024-03-27T05:03:22.561666+00:00
100047,100609,town,,,Bakenberg,,,,,,,,,,,0611,0611,-23.8639637,28.7513173,2024-03-27T05:03:21.235139+00:00
100048,101213,town,,,Bakolobeng,,,,,,,,,,,,2781,-26.4718877,25.5389184,2024-03-27T05:03:22.930218+00:00
100049,100554,town,,,Ballito,,,,,,,,,,,4399,4420,-29.4823222,31.1971626,2024-03-27T05:03:19.786611+00:00
100050,100973,town,,,Banksdrif,,,,,,,,,,,,8576,-27.7461423,24.8007872,2024-03-27T05:03:21.942323+00:00
100051,100791,local_municipality,LIM334,municipal_code,Ba-Phalaborwa,,,,,,,,,,,,,-23.9380908,30.7047001,2024-03-27T05:03:20.866968+00:00
100052,100798,town,,,Bapo 2,,,,,,,,,,,0337,0337,,,2024-03-27T05:03:22.602255+00:00
100053,100269,town,,,Bapsfontein,,,,,,,,,,,1510,1510,-25.9986644,28.4215488,2024-03-27T05:03:19.304287+00:00
100054,101236,town,,,Barberton,,,,,,,,,,,1300,1300,-25.7762332,31.0305193,2024-03-27T05:03:21.489880+00:00
100055,101097,town,,,Barkly East,,,,,,,,,,,9786,9786,-30.9728609,27.5841500,2024-03-27T05:03:18.161701+00:00
100056,100224,town,,,Barkly West,,,,,,,,,,,8375,8375,-28.5310774,24.4961791,2024-03-27T05:03:21.894754+00:00
100057,101171,town,,,Barrydale,,,,,,,,,,,6750,6750,-33.9062789,20.7085576,2024-03-27T05:03:23.578624+00:00
100058,100854,town,,,Bathurst,,,,,,,,,,,6166,6166,-33.4816186,26.7596863,2024-03-27T05:03:17.864942+00:00
100059,100138,local_municipality,EC107,municipal_code,Baviaans,,,,,,,,,,,,,-33.4379755,23.7146829,2024-03-27T05:03:17.655298+00:00
100060,100175,town,,,Baviaanspoort,,,,,,,,,,,0186,0039,-25.6696204,28.3635038,2024-03-27T05:03:19.162689+00:00
100061,100509,town,,,Baziya,,,,,,,,,,,,5109,-31.6170968,28.4215743,2024-03-27T05:03:18.268981+00:00
100062,100860,town,,,Beachview,,,,,,,,,,,6070,6011,-34.0020110,25.3236760,2024-03-27T05:03:18.192117+00:00
100063,100945,suburb,,,Beaconvale,,,,,,,,,,,7500,,-33.9157622,18.5860637,2024-03-27T05:03:23.257578+00:00
100064,100161,local_municipality,WC053,municipal_code,Beaufort West,,,,,,,,,,,,,-32.3082008,21.7322175,2024-03-27T05:03:23.108820+00:00
100065,100904,town,,,Bedford,,,,,,,,,,,5780,5780,-32.6849735,26.0956598,2024-03-27T05:03:17.542065+00:00
100066,100269,town,,,Bedfordview,,,,,,,,,,,2007,2008,-26.1801948,28.1248467,2024-03-27T05:03:19.308312+00:00
100067,101207,town,,,Beeshoek,,,,,,,,,,,8423,,-28.2277270,22.9649349,2024-03-27T05:03:22.505198+00:00
100068,101320,town,,,Bekkersdal,,,,,,,,,,,1779,1772,-26.2800292,27.6969278,2024-03-27T05:03:19.551679+00:00
100069,101303,local_municipality,LIM366,municipal_code,Bela-Bela,,,,,,,,,,,,,-24.9622964,28.0975126,2024-03-27T05:03:21.209767+00:00
100070,100280,town,,,Belfast,,,,,,,,,,,1100,1100,-25.6814507,30.0221337,2024-03-27T05:03:21.787994+00:00
100071,100172,city,,,Bellville,,,,,,,,,,,7530,7535,-33.8854322,18.5926356,2024-03-27T05:03:23.167460+00:00
100072,100269,town,,,Benoni,,,,,,,,,,,1501,1500,-26.1436078,28.3344391,2024-03-27T05:03:19.312175+00:00
100073,101316,local_municipality,WC013,municipal_code,Bergrivier,,,,,,,,,,,,,-32.7921913,18.4649816,2024-03-27T05:03:23.642400+00:00
100074,100130,town,,,Berlin,,,,,,,,,,,5660,5660,-32.8825223,27.5763903,2024-03-27T05:03:17.555086+00:00
100075,100359,town,,,Bethal,,,,,,,,,,,2309,2310,-26.4666070,29.4335408,2024-03-27T05:03:21.535360+00:00
100076,100860,town,,,Bethelsdorp,,,,,,,,,,,6059,6003,-33.8828656,25.4916865,2024-03-27T05:03:18.196018+00:00
100077,100222,town,,,Bethlehem,,,,,,,,,,,9701,9700,-28.2373171,28.2916651,2024-03-27T05:03:18.709799+00:00
100078,100537,town,,,Bethulie,,,,,,,,,,,9992,9992,-30.5039338,25.9585806,2024-03-27T05:03:18.897137+00:00
100079,100936,town,,,Betty's Bay,,,,,,,,,,,,7141,-34.3503875,18.8926561,2024-03-27T05:03:23.525501+00:00
100080,100001,town,,,Bhekuzulu,,,,,,,,,,,3100,3100,-27.7819902,30.8157396,2024-03-27T05:03:20.674224+00:00
100081,101028,town,,,Bhongweni,,,,,,,,,,,,4693,-30.5453296,29.4346934,2024-03-27T05:03:19.538839+00:00
100082,101237,local_municipality,KZN273,municipal_code,Big Five Hlabisa,,,,,,,,,,,,,-28.0330301,32.2394925,2024-03-27T05:03:20.258913+00:00
100083,100259,local_municipality,WC047,municipal_code,Bitou,,,,,,,,,,,,,-33.9463384,23.2928426,2024-03-27T05:03:23.338507+00:00
100084,100727,town,,,Bitterfontein,,,,,,,,,,,,8200,-31.0422834,18.2529953,2024-03-27T05:03:23.709705+00:00
100085,100735,town,,,Bizana,,,,,,,,,,,4800,4800,-30.8502967,29.8302924,2024-03-27T05:03:18.294674+00:00
100086,100173,town,,,Blair Atholl,,,,,,,,,,,,1739,-25.9079311,27.9071822,2024-03-27T05:03:19.023004+00:00
100087,100884,town,,,Blinkwater,,,,,,,,,,,,0931,-27.4182068,30.9294717,2024-03-27T05:03:17.507973+00:00
100088,100691,city,,,Bloemfontein,,,,,,,,,,,9301,9300,-29.1152581,26.1350075,2024-03-27T05:03:18.652149+00:00
100089,100471,town,,,Bloemsmond,,,,,,,,,,,,8810,-28.6332393,21.0742036,2024-03-27T05:03:22.388579+00:00
100090,100151,local_municipality,LIM351,municipal_code,Blouberg,,,,,,,,,,,,,-23.0272816,28.4104152,2024-03-27T05:03:20.762751+00:00
100091,100138,local_municipality,EC102,municipal_code,Blue Crane Route,,,,,,,,,,,,,-32.7834574,25.2353268,2024-03-27T05:03:17.671191+00:00
100092,100172,town,,,Blue Downs,,,,,,,,,,,7100,7105,-33.9911761,18.6777123,2024-03-27T05:03:23.171282+00:00
100093,100860,town,,,Blue Horizon Bay,,,,,,,,,,,6070,6011,-33.9722182,25.2492317,2024-03-27T05:03:18.199695+00:00
100094,100744,town,,,Blybank,,,,,,,,,,,2499,,-26.3304201,27.4770782,2024-03-27T05:03:19.468118+00:00
100095,100554,town,,,Blythedale Beach,,,,,,,,,,,4449,4450,-29.3713438,31.3481554,2024-03-27T05:03:19.790290+00:00
100096,100778,town,,,Bochum,,,,,,,,,,,0790,0790,-23.2763714,29.1172237,2024-03-27T05:03:20.815758+00:00
100097,100504,town,,,Boegoeberg,,,,,,,,,,,8943,8943,-28.9512783,22.1589800,2024-03-27T05:03:22.472353+00:00
100098,100222,town,,,Bohlokong,,,,,,,,,,,9701,9702,-28.1931982,28.3201352,2024-03-27T05:03:18.713932+00:00
100099,100231,town,,,Boikhutso,,,,,,,,,,,2740,,-26.1815883,26.1270480,2024-03-27T05:03:22.852955+00:00
100100,100716,town,,,Boipatong,,,,,,,,,,,1911,1901,-26.6703427,27.8477010,2024-03-27T05:03:18.494786+00:00
100101,101070,town,,,Boitekong,,,,,,,,,,,0309,0308,-25.6394614,27.2666443,2024-03-27T05:03:22.621169+00:00
100102,100616,town,,,Boitumelong,,,,,,,,,,,,2662,-27.6405605,25.5662737,2024-03-27T05:03:18.947253+00:00
100103,100891,district_municipality,DC37,municipal_code,Bojanala Platinum,,,,,,,,,,,,,-25.4226208,26.8881894,2024-03-27T05:03:22.524795+00:00
100104,100854,town,,,Boknesstrand,,,,,,,,,,,,6189,-33.7319645,26.5701554,2024-03-27T05:03:17.868778+00:00
100105,100269,town,,,Boksburg,,,,,,,,,,,1459,1460,-26.2578556,28.2056783,2024-03-27T05:03:19.316081+00:00
100106,100683,town,,,Bolata,,,,,,,,,,,,9869,-28.5693767,28.7845569,2024-03-27T05:03:18.746218+00:00
100107,100616,town,,,Bolokanang,,,,,,,,,,,9932,9932,-29.1293324,25.4190961,2024-03-27T05:03:18.952045+00:00
100108,100175,town,,,Bon Accord,,,,,,,,,,,,0009,-25.6191042,28.1934768,2024-03-27T05:03:19.166525+00:00
100109,101161,town,,,Bontrug,,,,,,,,,,,,6120,-33.3993789,25.4811778,2024-03-27T05:03:17.889270+00:00
100110,100285,town,,,Bophelong,,,,,,,,,,,1911,1913,-26.6964468,27.7720481,2024-03-27T05:03:19.395005+00:00
100111,100498,town,,,Borolelo,,,,,,,,,,,2835,,-25.6303628,26.6764321,2024-03-27T05:03:22.534936+00:00
100112,101199,town,,,Boshof,,,,,,,,,,,8340,8340,-28.5423042,25.2085970,2024-03-27T05:03:18.619543+00:00
100113,100542,town,,,Boskop,,,,,,,,,,,,2528,-26.5608011,27.1117470,2024-03-27T05:03:17.797168+00:00
100114,100306,town,,,Bothas Hill,,,,,,,,,,,3610,3660,-29.7570247,30.7393210,2024-03-27T05:03:19.633934+00:00
100115,100843,town,,,Bothaville,,,,,,,,,,,9660,9660,-27.3797240,26.6159783,2024-03-27T05:03:18.552930+00:00
100116,101280,town,,,Botleng,,,,,,,,,,,2210,2210,-26.1033243,28.6844837,2024-03-27T05:03:21.860868+00:00
100117,101180,town,,,Botrivier,,,,,,,,,,,7185,7185,-34.2267437,19.1970002,2024-03-27T05:03:23.607330+00:00
100118,100172,town,,,Brackenfell,,,,,,,,,,,7560,7561,-33.8789916,18.6848833,2024-03-27T05:03:23.174957+00:00
100119,100269,town,,,Brakpan,,,,,,,,,,,1541,1540,-26.3065487,28.3253881,2024-03-27T05:03:19.319728+00:00
100120,100716,town,,,Brandfort,,,,,,,,,,,9400,9400,-28.6860393,26.4458272,2024-03-27T05:03:18.498722+00:00
100121,100799,town,,,Brandwacht,,,,,,,,,,,6506,6507,-34.0499679,22.0542856,2024-03-27T05:03:23.428807+00:00
100122,100147,town,,,Bredasdorp,,,,,,,,,,,7280,7280,-34.5339485,20.0271272,2024-03-27T05:03:23.483711+00:00
100123,100150,local_municipality,WC025,municipal_code,Breede Valley,,,,,,,,,,,,,-33.6518995,19.3741908,2024-03-27T05:03:22.979306+00:00
100124,100130,town,,,Breidbach,,,,,,,,,,,5601,,-32.8900072,27.4439237,2024-03-27T05:03:17.565301+00:00
100125,101113,town,,,Breipaal,,,,,,,,,,,8730,8730,-29.0415778,23.7593415,2024-03-27T05:03:22.295393+00:00
100126,100821,town,,,Breyten,,,,,,,,,,,2330,2330,-26.3055535,29.9706737,2024-03-27T05:03:21.697570+00:00
100127,100655,town,,,Brits,,,,,,,,,,,0250,0250,-25.6170290,27.7958412,2024-03-27T05:03:22.565486+00:00
100128,100292,town,,,Britstown,,,,,,,,,,,8782,8782,-30.5921205,23.4850329,2024-03-27T05:03:22.239710+00:00
100129,100175,town,,,Bronkhorstspruit,,,,,,,,,,,1020,1020,-25.8013229,28.6487271,2024-03-27T05:03:19.170381+00:00
100130,100255,metro_municipality,BUF,municipal_code,Buffalo City,,,,,,,,,,,,,-32.9496002,27.4365689,2024-03-27T05:03:17.549551+00:00
100131,101171,town,,,Buffeljagsrivier,,,,,,,,,,,,6742,-34.0478985,20.5212047,2024-03-27T05:03:23.582585+00:00
100132,100846,town,,,Bulletrap,,,,,,,,,,,,8260,-29.4638073,17.7634898,2024-03-27T05:03:22.159186+00:00
100133,100446,town,,,Bulwer,,,,,,,,,,,,3244,-29.7992471,29.7522144,2024-03-27T05:03:19.860149+00:00
100134,100371,town,,,Burgersfort,,,,,,,,,,,1150,1150,-24.6798397,30.3189469,2024-03-27T05:03:21.026262+00:00
100135,100136,town,,,Bushbuckridge,,,,,,,,,,,1280,1280,-24.8473873,31.0502101,2024-03-27T05:03:21.351868+00:00
100136,100266,local_municipality,MP325,municipal_code,Bushbuckridge,,,,,,,,,,,,,-24.7525118,31.0242717,2024-03-27T05:03:21.340020+00:00
100137,100763,town,,,Butterworth,,,,,,,,,,,4960,4960,-32.3215455,28.1560394,2024-03-27T05:03:17.451541+00:00
100138,100255,district_municipality,DC10,municipal_code,Cacadu,,,,,,,,,,,,,-33.0748843,23.9408970,2024-03-27T05:03:17.649859+00:00
100139,101180,town,,,Caledon,,,,,,,,,,,7230,7230,-34.2359625,19.4129437,2024-03-27T05:03:23.611181+00:00
100140,100477,town,,,Calitzdorp,,,,,,,,,,,6660,6660,-33.5318796,21.6717589,2024-03-27T05:03:23.391008+00:00
100141,100389,town,,,Calvinia,,,,,,,,,,,8190,8190,-31.4704704,19.7727484,2024-03-27T05:03:22.061569+00:00
100142,100130,town,,,Cambridge,,,,,,,,,,,5247,5206,-32.9766446,27.8814914,2024-03-27T05:03:17.576247+00:00
100143,100138,local_municipality,EC101,municipal_code,Camdeboo,,,,,,,,,,,,,-32.1678032,24.1826158,2024-03-27T05:03:17.687815+00:00
100144,100821,town,,,Camden,,,,,,,,,,,2355,,-26.6012279,30.0811480,2024-03-27T05:03:21.702142+00:00
100145,101113,town,,,Campbell,,,,,,,,,,,8306,8306,-28.7940464,23.6997876,2024-03-27T05:03:22.301970+00:00
100146,100758,town,,,Camperdown,,,,,,,,,,,3720,3720,-29.7335419,30.5114083,2024-03-27T05:03:20.143865+00:00
100147,100935,local_municipality,WC033,municipal_code,Cape Agulhas,,,,,,,,,,,,,-34.5054154,19.8094767,2024-03-27T05:03:23.472197+00:00
100148,100541,town,,,Cape St Francis,,,,,,,,,,,6312,6313,-34.2023162,24.8299104,2024-03-27T05:03:17.739287+00:00
100149,100172,city,,,Cape Town,,,,,,,,,,,8001,8000,-33.9253131,18.4161278,2024-03-27T05:03:23.178989+00:00
100150,101317,district_municipality,DC2,municipal_code,Cape Winelands,,,,,,,,,,,,,-33.2602376,19.3135700,2024-03-27T05:03:22.974457+00:00
100151,100622,district_municipality,DC35,municipal_code,Capricorn,,,,,,,,,,,,,-23.5398262,28.8776910,2024-03-27T05:03:20.748815+00:00
100152,100744,town,,,Carletonville,,,,,,,,,,,2499,2500,-26.3810700,27.3475643,2024-03-27T05:03:19.472041+00:00
100153,100481,town,,,Carnarvon,,,,,,,,,,,8925,8925,-30.9554864,22.1177711,2024-03-27T05:03:22.262533+00:00
100154,100012,town,,,Carolina,,,,,,,,,,,1185,1185,-26.0736978,30.1004632,2024-03-27T05:03:21.513764+00:00
100155,100846,town,,,Carolusberg,,,,,,,,,,,,8247,-29.6347019,17.9492336,2024-03-27T05:03:22.163043+00:00
100156,100022,town,,,Cathcart,,,,,,,,,,,5310,5310,-32.2975144,27.1413499,2024-03-27T05:03:17.369071+00:00
100157,100306,town,,,Cato Ridge,,,,,,,,,,,3680,3680,-29.7178261,30.6001468,2024-03-27T05:03:19.638055+00:00
100158,100720,town,,,Cedarville,,,,,,,,,,,4720,4720,-30.3853470,29.0295339,2024-03-27T05:03:17.314718+00:00
100159,101316,local_municipality,WC012,municipal_code,Cederberg,,,,,,,,,,,,,-32.3679989,18.5624963,2024-03-27T05:03:23.673953+00:00
100160,100387,suburb,,,Centerton,,,,,,,,,,,,6350,-33.8305946,24.8696382,2024-03-27T05:03:17.748088+00:00
100161,101317,district_municipality,DC5,municipal_code,Central Karoo,,,,,,,,,,,,,-32.7288566,21.4903640,2024-03-27T05:03:23.103777+00:00
100162,100175,town,,,Centurion,,,,,,,,,,,0157,0046,-25.8759656,27.9788006,2024-03-27T05:03:19.174129+00:00
100163,101340,town,,,Ceres,,,,,,,,,,,6835,6835,-33.3998524,19.2837284,2024-03-27T05:03:23.089483+00:00
100164,100878,town,,,Cerutiville,,,,,,,,,,,1491,,-26.4421873,28.5094210,2024-03-27T05:03:19.357588+00:00
100165,100359,town,,,Charl Cilliers,,,,,,,,,,,,2301,-26.6618811,29.1843604,2024-03-27T05:03:21.539477+00:00
100166,100173,town,,,Chartwell,,,,,,,,,,,2191,2055,-25.9821920,27.9635481,2024-03-27T05:03:19.026835+00:00
100167,100255,district_municipality,DC13,municipal_code,Chris Hani,,,,,,,,,,,,,-31.8806495,25.6691473,2024-03-27T05:03:17.911021+00:00
100168,100605,town,,,Christiana,,,,,,,,,,,2680,2680,-27.8845080,25.1187765,2024-03-27T05:03:22.802889+00:00
100169,100945,suburb,,,Churchill Estate,,,,,,,,,,,7500,,-33.8984972,18.5740243,2024-03-27T05:03:23.261250+00:00
100170,100373,town,,,Cintsa East,,,,,,,,,,,5275,5275,-32.8241371,28.1093894,2024-03-27T05:03:17.400698+00:00
100171,100159,town,,,Citrusdal,,,,,,,,,,,7340,7340,-32.5866700,19.0085020,2024-03-27T05:03:23.679029+00:00
100172,101317,metro_municipality,CPT,municipal_code,City of Cape Town,,,,,,,,,,,,,-33.8370431,18.5403069,2024-03-27T05:03:23.157733+00:00
100173,100344,metro_municipality,JHB,municipal_code,City of Johannesburg,,,,,,,,,,,,,-26.2053479,27.8907996,2024-03-27T05:03:19.013173+00:00
100174,100240,local_municipality,NW403,municipal_code,City of Matlosana,,,,,,,,,,,,,-26.8652662,26.6079859,2024-03-27T05:03:22.650373+00:00
100175,100344,metro_municipality,TSH,municipal_code,City of Tshwane,,,,,,,,,,,,,-25.6168782,28.2633292,2024-03-27T05:03:19.145595+00:00
100176,100306,town,,,Clansthal,,,,,,,,,,,,4170,-30.2387090,30.7805535,2024-03-27T05:03:19.641691+00:00
100177,100159,town,,,Clanwilliam,,,,,,,,,,,8135,8135,-32.1954239,18.8871787,2024-03-27T05:03:23.685513+00:00
100178,100222,town,,,Clarens,,,,,,,,,,,9707,9707,-28.5134758,28.4069376,2024-03-27T05:03:18.718015+00:00
100179,100306,town,,,Clermont,,,,,,,,,,,3610,3602,-29.7932108,30.8984096,2024-03-27T05:03:19.645846+00:00
100180,100281,town,,,Clewer,,,,,,,,,,,,1036,-25.9066454,29.1282874,2024-03-27T05:03:17.925381+00:00
100181,101099,town,,,Clocolan,,,,,,,,,,,9735,9735,-28.9064664,27.5366175,2024-03-27T05:03:18.845161+00:00
100182,100281,town,,,Coalville,,,,,,,,,,,,1033,-26.0315419,29.1572320,2024-03-27T05:03:17.930104+00:00
100183,100509,town,,,Coffee Bay,,,,,,,,,,,,5082,-31.9836706,29.1466842,2024-03-27T05:03:18.274871+00:00
100184,100860,town,,,Colchester,,,,,,,,,,,6001,6175,-33.6950420,25.8006006,2024-03-27T05:03:18.203658+00:00
100185,100542,town,,,Coldstream,,,,,,,,,,,,6311,-33.9617358,23.7045434,2024-03-27T05:03:17.800980+00:00
100186,100288,town,,,Colenso,,,,,,,,,,,3360,3360,-28.7487028,29.8215620,2024-03-27T05:03:20.402908+00:00
100187,101243,town,,,Colesberg,,,,,,,,,,,9795,9795,-30.7199754,25.0389372,2024-03-27T05:03:22.359415+00:00
100188,100231,town,,,Coligny,,,,,,,,,,,2725,2725,-26.3320695,26.3037064,2024-03-27T05:03:22.857021+00:00
100189,100846,town,,,Concordia,,,,,,,,,,,,8271,-29.3633004,17.9392197,2024-03-27T05:03:22.166703+00:00
100190,100091,town,,,Cookhouse,,,,,,,,,,,5820,5820,-32.7407784,25.8008495,2024-03-27T05:03:17.676303+00:00
100191,101242,town,,,Cool Air,,,,,,,,,,,,3236,-29.3608210,30.6292095,2024-03-27T05:03:20.223930+00:00
100192,100661,town,,,Cornelia,,,,,,,,,,,9850,9850,-27.2418886,28.8487075,2024-03-27T05:03:18.370435+00:00
100193,100281,town,,,Coronation,,,,,,,,,,,,3107,-25.8502939,29.2099752,2024-03-27T05:03:17.933908+00:00
100194,100450,town,,,Cradock,,,,,,,,,,,5880,5880,-32.1684700,25.6172884,2024-03-27T05:03:18.024665+00:00
100195,100446,town,,,Creighton,,,,,,,,,,,,3263,-30.0280962,29.8392922,2024-03-27T05:03:19.863853+00:00
100196,100175,town,,,Cullinan,,,,,,,,,,,1000,1000,-25.6796501,28.5206053,2024-03-27T05:03:19.177987+00:00
100197,100750,town,,,Culunca,,,,,,,,,,,,5180,-31.1606669,28.7249832,2024-03-27T05:03:18.303745+00:00
100198,100022,town,,,Cumakala,,,,,,,,,,,,4930,-32.5616813,27.4431815,2024-03-27T05:03:17.372778+00:00
100199,100173,town,,,Dainfern,,,,,,,,,,,2191,2055,-25.9855745,27.9955768,2024-03-27T05:03:19.030607+00:00
100200,101242,town,,,Dalton,,,,,,,,,,,,3236,-29.3407036,30.6299843,2024-03-27T05:03:20.231053+00:00
100201,100497,town,,,Danielskuil,,,,,,,,,,,8405,8405,-28.1824189,23.5195966,2024-03-27T05:03:22.436997+00:00
100202,100023,local_municipality,KZN254,municipal_code,Dannhauser,,,,,,,,,,,,,-27.9900758,29.8358689,2024-03-27T05:03:19.578664+00:00
100203,101168,town,,,Darling,,,,,,,,,,,7345,7345,-33.3708542,18.3760284,2024-03-27T05:03:23.794542+00:00
100204,100554,town,,,Darnall,,,,,,,,,,,4480,4480,-29.2688834,31.3625433,2024-03-27T05:03:19.794112+00:00
100205,100821,town,,,Davel,,,,,,,,,,,,2320,-26.4513758,29.6619270,2024-03-27T05:03:21.706168+00:00
100206,100269,town,,,Daveyton,,,,,,,,,,,1520,1507,-26.1449755,28.4069643,2024-03-27T05:03:19.323559+00:00
100207,100292,town,,,De Aar,,,,,,,,,,,7000,7000,-30.6586198,23.9971864,2024-03-27T05:03:22.243528+00:00
100208,101199,town,,,Dealesville,,,,,,,,,,,9348,9348,-28.6728576,25.7498428,2024-03-27T05:03:18.623418+00:00
100209,100123,town,,,De Doorns,,,,,,,,,,,6875,6875,-33.4741243,19.6623333,2024-03-27T05:03:22.984284+00:00
100210,100945,suburb,,,De Duin,,,,,,,,,,,7500,,-33.8851427,18.5683293,2024-03-27T05:03:23.269057+00:00
