id,parent,place_type,place_code,code_type,eng,afr,nbl,xho,zul,nso,sot,tsn,ssw,ven,tso,street_code,box_code,latitude,longitude,last_modified
101314,100821,town,,,Wesselton,,,,,,,,,,,2351,2353,-26.4997273,29.9665109,2024-03-27T05:03:21.728628+00:00
101315,100306,town,,,Westbrook,,,,,,,,,,,4399,4406,-29.5917558,31.1642647,2024-03-27T05:03:19.768302+00:00
101316,101317,district_municipality,DC1,municipal_code,West Coast,,,,,,,,,,,,,-32.1562325,18.0498431,2024-03-27T05:03:23.637366+00:00
101317,,province,ZA-WC,iso_3166,Western Cape,Wes-Kaap,iTjhingalanga-Kapa,Ntshona-Koloni,Ntshonalanga-Kapa,Kapa Bodikela,Kapa Bophirimela,Kapa Bophirima,,Kapa Vhukovhela,Kapa-Vupeladyambu,,,-32.8697798,19.6348262,2024-04-20T06:24:06.032377+00:00
101318,100541,town,,,Weston,,,,,,,,,,,,6350,-33.9860813,24.8260034,2024-03-27T05:03:17.788514+00:00
101320,101321,local_municipality,GT483,municipal_code,Westonaria,,,,,,,,,,,,,-26.4246161,27.6051283,2024-03-27T05:03:19.546612+00:00
101319,101320,town,,,Westonaria,,,,,,,,,,,1779,1780,-26.3209021,27.6469144,2024-03-27T05:03:19.563052+00:00
101321,100344,district_municipality,DC48,municipal_code,West Rand,,,,,,,,,,,,,-26.2100980,27.2656604,2024-03-27T05:03:19.457921+00:00
101322,100306,town,,,Westville,,,,,,,,,,,3629,3630,-29.8244110,30.9434717,2024-03-27T05:03:19.772308+00:00
101323,101246,town,,,Weza,,,,,,,,,,,,4685,-30.5921498,29.7441201,2024-03-27T05:03:20.106170+00:00
101324,100736,town,,,White River,,,,,,,,,,,1240,1240,-25.3369764,31.0007605,2024-03-27T05:03:21.405876+00:00
101325,100640,town,,,Whittlesea,,,,,,,,,,,5360,5360,-32.1706239,26.8126213,2024-03-27T05:03:18.064339+00:00
101326,100347,town,,,Wilderness,,,,,,,,,,,6560,6560,-33.9902428,22.5916265,2024-03-27T05:03:23.367641+00:00
101327,100483,town,,,Williston,,,,,,,,,,,8920,8920,-31.3426686,20.9177335,2024-03-27T05:03:22.127479+00:00
101328,100059,town,,,Willowmore,,,,,,,,,,,6445,6445,-33.2825795,23.4888964,2024-03-27T05:03:17.665002+00:00
101329,100734,town,,,Willowvale,,,,,,,,,,,5040,5040,-32.2642012,28.5033391,2024-03-27T05:03:17.442682+00:00
101330,100716,town,,,Winburg,,,,,,,,,,,9420,9420,-28.5186811,27.0103835,2024-03-27T05:03:18.523891+00:00
101331,100224,town,,,Windsorton,,,,,,,,,,,8510,8510,-28.3351703,24.6878788,2024-03-27T05:03:21.926980+00:00
101332,100410,suburb,,,Winterskloof,,,,,,,,,,,3201,3245,-29.5830284,30.2864294,2024-03-27T05:03:20.173914+00:00
101333,100912,town,,,Winterton,,,,,,,,,,,3340,3340,-28.8150486,29.5323159,2024-03-27T05:03:20.486649+00:00
101334,100175,town,,,Winterveld,,,,,,,,,,,0198,0198,-25.4810319,28.0384765,2024-03-27T05:03:19.280908+00:00
101335,100281,town,,,Witbank,,,,,,,,,,,1034,1035,-25.8885325,29.2264036,2024-03-27T05:03:17.970415+00:00
101336,100542,town,,,Witelsbos,,,,,,,,,,,,6304,-33.9951106,24.1181274,2024-03-27T05:03:17.828623+00:00
101337,100698,town,,,Witpoort,,,,,,,,,,,,2632,-27.1739822,26.1179345,2024-03-27T05:03:22.711179+00:00
101338,100083,town,,,Wittedrif,,,,,,,,,,,6603,6603,-34.0112347,23.3308025,2024-03-27T05:03:23.351188+00:00
101339,100073,town,,,Wittewater,,,,,,,,,,,,7322,-32.9151471,18.7013443,2024-03-27T05:03:23.670294+00:00
101340,100150,local_municipality,WC022,municipal_code,Witzenberg,,,,,,,,,,,,,-33.1226211,19.1048471,2024-03-27T05:03:23.084556+00:00
101341,100698,town,,,Wolmaransstad,,,,,,,,,,,2630,2630,-27.1956447,25.9723800,2024-03-27T05:03:22.714952+00:00
101342,101340,town,,,Wolseley,,,,,,,,,,,6830,6830,-33.4153755,19.1920271,2024-03-27T05:03:23.097273+00:00
101343,100123,town,,,Worcester,,,,,,,,,,,6850,6849,-33.6495062,19.4445546,2024-03-27T05:03:22.995900+00:00
101344,100332,district_municipality,DC16,municipal_code,Xhariep,,,,,,,,,,,,,-29.7457440,25.2603964,2024-03-27T05:03:18.886495+00:00
101345,100860,town,,,Young Park,,,,,,,,,,,6001,,-33.9164853,25.5707110,2024-03-27T05:03:18.241604+00:00
101346,101168,town,,,Yzerfontein,,,,,,,,,,,,7351,-33.3499739,18.1506609,2024-03-27T05:03:23.824291+00:00
101347,100173,town,,,Zakariyya Park,,,,,,,,,,,1813,1821,-26.3674195,27.8933527,2024-03-27T05:03:19.139351+00:00
101348,100974,town,,,Zamani,,,,,,,,,,,,2970,-27.6689876,29.5555785,2024-03-27T05:03:18.836260+00:00
101349,100776,town,,,Zastron,,,,,,,,,,,9950,9950,-30.2981799,27.0848220,2024-03-27T05:03:19.004705+00:00
101350,101025,town,,,Zeerust,,,,,,,,,,,2865,2865,-25.5456963,26.0743069,2024-03-27T05:03:22.909587+00:00
101351,100175,town,,,Zithobeni,,,,,,,,,,,1024,1024,-25.7807946,28.7182430,2024-03-27T05:03:19.287084+00:00
101352,100477,town,,,Zoar,,,,,,,,,,,,6656,-33.4976774,21.4384791,2024-03-27T05:03:23.398871+00:00
101353,100571,district_municipality,DC26,municipal_code,Zululand,,,,,,,,,,,,,-27.8262158,31.1160125,2024-03-27T05:03:20.664260+00:00
101354,100175,town,,,Zwavelpoort,,,,,,,,,,,0081,0036,-25.8334735,28.3711558,2024-03-27T05:03:19.290728+00:00
101355,101248,town,,,Zwelethu,,,,,,,,,,,,3680,-29.9600255,30.9196977,2024-03-27T05:03:19.935332+00:00
