place_type,place_code,code_type,eng,street_code,latitude,longitude
local_municipality,KZN263,municipal_code,Abaqulusi,,-27.8471729,30.8059392
town,,,Abbotsdale,7300,-33.4924125,18.6687469
town,,,Aberdeen,6270,-32.4731045,24.0199311
town,,,Acornhoek,1360,-24.6088566,31.0580914
town,,,Adams Mission,4110,-30.0310189,30.8095154
town,,,Addo,6105,-33.5364815,25.6894928
town,,,Adelaide,5760,-32.6896269,26.2841355
local_municipality,LIM352,municipal_code,Aganang,,-23.6739209,29.128872
town,,,Aggeneys,,-29.2297459,18.8458324
town,,,Agisanang,2760,-26.5613947,25.8175337
town,,,Akasia,601,-25.6478121,28.0814965
local_municipality,MP301,municipal_code,Albert Luthuli,,-26.0969422,30.1747849
town,,,Alberton,1449,-26.3265419,28.0787148
town,,,Alexander Bay,,-28.6059016,16.4790338
town,,,Alexandra,2090,-26.1056836,28.0935571
town,,,Alexandria,6185,-33.6553521,26.4033723
district_municipality,DC44,municipal_code,Alfred Nzo,,-30.5363342,28.5680413
town,,,Alice,5700,-32.7891031,26.8072426
town,,,Alicedale,6135,-33.3228295,26.0749035
town,,,Aliwal North,9750,-30.7002903,26.6971434
town,,,Alldays,909,-22.6823872,29.1009678
local_municipality,EC124,municipal_code,Amahlathi,,-32.444572,27.0868375
district_municipality,DC25,municipal_code,Amajuba,,-27.7945509,29.8830249
town,,,Amalia,2786,-27.2434993,25.0335223
town,,,Amandelbult,362,-24.8209406,27.2776131
town,,,Amanzimtoti,4126,-30.032394,30.8761746
district_municipality,DC12,municipal_code,Amathole,,-32.7211885,26.7584955
town,,,Amatikulu,3801,-29.0484255,31.5267446
town,,,Amersfoort,2490,-27.0150236,29.8333898
town,,,Amsterdam,2375,-26.6365111,30.6506353
town,,,Anerley,,-30.6715707,30.4966244
town,,,Arlington,9602,-28.02716,27.8466304
town,,,Arniston,,-34.6791805,20.226238
town,,,Ashdown,3201,-29.6388121,30.3272321
town,,,Ashton,6715,-33.8326279,20.0468465
town,,,Askham,8814,-26.9817428,20.7805049
town,,,Aston Bay,6332,-34.0815898,24.9016753
town,,,Atamelang,2732,-26.5032448,25.3634796
town,,,Atlantis,7349,-33.5451085,18.4414329
town,,,Atteridgeville,8,-25.7836312,28.0471225
town,,,Augrabies,,-28.5926259,20.3358642
suburb,,,Avondale,7500,-33.8939362,18.5955251
town,,,Baardskeerdersbos,,-34.5869627,19.5664215
town,,,Babanango,,-28.3793493,31.0790037
town,,,Badplaas,1190,-25.9509394,30.5184395
town,,,Bafokeng,,-25.597527,27.1456317
town,,,Bakenberg,611,-23.8639637,28.7513173
town,,,Bakolobeng,,-26.4718877,25.5389184
town,,,Ballito,4399,-29.4823222,31.1971626
town,,,Banksdrif,,-27.7461423,24.8007872
local_municipality,LIM334,municipal_code,Ba-Phalaborwa,,-23.9380908,30.7047001
town,,,Bapo 2,337,,
town,,,Bapsfontein,1510,-25.9986644,28.4215488
town,,,Barberton,1300,-25.7762332,31.0305193
town,,,Barkly East,9786,-30.9728609,27.58415
town,,,Barkly West,8375,-28.5310774,24.4961791
town,,,Barrydale,6750,-33.9062789,20.7085576
town,,,Bathurst,6166,-33.4816186,26.7596863
local_municipality,EC107,municipal_code,Baviaans,,-33.4379755,23.7146829
town,,,Baviaanspoort,186,-25.6696204,28.3635038
town,,,Baziya,,-31.6170968,28.4215743
town,,,Beachview,6070,-34.002011,25.323676
suburb,,,Beaconvale,7500,-33.9157622,18.5860637
local_municipality,WC053,municipal_code,Beaufort West,,-32.3082008,21.7322175
town,,,Bedford,5780,-32.6849735,26.0956598
town,,,Bedfordview,2007,-26.1801948,28.1248467
town,,,Beeshoek,8423,-28.227727,22.9649349
town,,,Bekkersdal,1779,-26.2800292,27.6969278
local_municipality,LIM366,municipal_code,Bela-Bela,,-24.9622964,28.0975126
town,,,Belfast,1100,-25.6814507,30.0221337
city,,,Bellville,7530,-33.8854322,18.5926356
town,,,Benoni,1501,-26.1436078,28.3344391
local_municipality,WC013,municipal_code,Bergrivier,,-32.7921913,18.4649816
town,,,Berlin,5660,-32.8825223,27.5763903
town,,,Bethal,2309,-26.466607,29.4335408
town,,,Bethelsdorp,6059,-33.8828656,25.4916865
town,,,Bethlehem,9701,-28.2373171,28.2916651
town,,,Bethulie,9992,-30.5039338,25.9585806
town,,,Betty's Bay,,-34.3503875,18.8926561
town,,,Bhekuzulu,3100,-27.7819902,30.8157396
town,,,Bhongweni,,-30.5453296,29.4346934
local_municipality,KZN273,municipal_code,Big Five Hlabisa,,-28.0330301,32.2394925
local_municipality,WC047,municipal_code,Bitou,,-33.9463384,23.2928426
town,,,Bitterfontein,,-31.0422834,18.2529953
town,,,Bizana,4800,-30.8502967,29.8302924
town,,,Blair Atholl,,-25.9079311,27.9071822
town,,,Blinkwater,,-27.4182068,30.9294717
city,,,Bloemfontein,9301,-29.1152581,26.1350075
town,,,Bloemsmond,,-28.6332393,21.0742036
local_municipality,LIM351,municipal_code,Blouberg,,-23.0272816,28.4104152
local_municipality,EC102,municipal_code,Blue Crane Route,,-32.7834574,25.2353268
town,,,Blue Downs,7100,-33.9911761,18.6777123
town,,,Blue Horizon Bay,6070,-33.9722182,25.2492317
town,,,Blybank,2499,-26.3304201,27.4770782
town,,,Blythedale Beach,4449,-29.3713438,31.3481554
town,,,Bochum,790,-23.2763714,29.1172237
town,,,Boegoeberg,8943,-28.9512783,22.15898
town,,,Bohlokong,9701,-28.1931982,28.3201352
town,,,Boikhutso,2740,-26.1815883,26.127048
town,,,Boipatong,1911,-26.6703427,27.847701
town,,,Boitekong,309,-25.6394614,27.2666443
town,,,Boitumelong,,-27.6405605,25.5662737
district_municipality,DC37,municipal_code,Bojanala Platinum,,-25.4226208,26.8881894
town,,,Boknesstrand,,-33.7319645,26.5701554
town,,,Boksburg,1459,-26.2578556,28.2056783
town,,,Bolata,,-28.5693767,28.7845569
town,,,Bolokanang,9932,-29.1293324,25.4190961
town,,,Bon Accord,,-25.6191042,28.1934768
town,,,Bontrug,,-33.3993789,25.4811778
town,,,Bophelong,1911,-26.6964468,27.7720481
town,,,Borolelo,2835,-25.6303628,26.6764321
town,,,Boshof,8340,-28.5423042,25.208597
town,,,Boskop,,-26.5608011,27.111747
town,,,Bothas Hill,3610,-29.7570247,30.739321
town,,,Bothaville,9660,-27.379724,26.6159783
town,,,Botleng,2210,-26.1033243,28.6844837
town,,,Botrivier,7185,-34.2267437,19.1970002
town,,,Brackenfell,7560,-33.8789916,18.6848833
town,,,Brakpan,1541,-26.3065487,28.3253881
town,,,Brandfort,9400,-28.6860393,26.4458272
town,,,Brandwacht,6506,-34.0499679,22.0542856
town,,,Bredasdorp,7280,-34.5339485,20.0271272
local_municipality,WC025,municipal_code,Breede Valley,,-33.6518995,19.3741908
town,,,Breidbach,5601,-32.8900072,27.4439237
town,,,Breipaal,8730,-29.0415778,23.7593415
town,,,Breyten,2330,-26.3055535,29.9706737
town,,,Brits,250,-25.617029,27.7958412
town,,,Britstown,8782,-30.5921205,23.4850329
town,,,Bronkhorstspruit,1020,-25.8013229,28.6487271
metro_municipality,BUF,municipal_code,Buffalo City,,-32.9496002,27.4365689
town,,,Buffeljagsrivier,,-34.0478985,20.5212047
town,,,Bulletrap,,-29.4638073,17.7634898
town,,,Bulwer,,-29.7992471,29.7522144
town,,,Burgersfort,1150,-24.6798397,30.3189469
town,,,Bushbuckridge,1280,-24.8473873,31.0502101
local_municipality,MP325,municipal_code,Bushbuckridge,,-24.7525118,31.0242717
town,,,Butterworth,4960,-32.3215455,28.1560394
district_municipality,DC10,municipal_code,Cacadu,,-33.0748843,23.940897
town,,,Caledon,7230,-34.2359625,19.4129437
town,,,Calitzdorp,6660,-33.5318796,21.6717589
town,,,Calvinia,8190,-31.4704704,19.7727484
town,,,Cambridge,5247,-32.9766446,27.8814914
local_municipality,EC101,municipal_code,Camdeboo,,-32.1678032,24.1826158
town,,,Camden,2355,-26.6012279,30.081148
town,,,Campbell,8306,-28.7940464,23.6997876
town,,,Camperdown,3720,-29.7335419,30.5114083
local_municipality,WC033,municipal_code,Cape Agulhas,,-34.5054154,19.8094767
town,,,Cape St Francis,6312,-34.2023162,24.8299104
city,,,Cape Town,8001,-33.9253131,18.4161278
district_municipality,DC2,municipal_code,Cape Winelands,,-33.2602376,19.31357
district_municipality,DC35,municipal_code,Capricorn,,-23.5398262,28.877691
town,,,Carletonville,2499,-26.38107,27.3475643
town,,,Carnarvon,8925,-30.9554864,22.1177711
town,,,Carolina,1185,-26.0736978,30.1004632
town,,,Carolusberg,,-29.6347019,17.9492336
town,,,Cathcart,5310,-32.2975144,27.1413499
town,,,Cato Ridge,3680,-29.7178261,30.6001468
town,,,Cedarville,4720,-30.385347,29.0295339
local_municipality,WC012,municipal_code,Cederberg,,-32.3679989,18.5624963
suburb,,,Centerton,,-33.8305946,24.8696382
district_municipality,DC5,municipal_code,Central Karoo,,-32.7288566,21.490364
town,,,Centurion,157,-25.8759656,27.9788006
town,,,Ceres,6835,-33.3998524,19.2837284
town,,,Cerutiville,1491,-26.4421873,28.509421
town,,,Charl Cilliers,,-26.6618811,29.1843604
town,,,Chartwell,2191,-25.982192,27.9635481
district_municipality,DC13,municipal_code,Chris Hani,,-31.8806495,25.6691473
town,,,Christiana,2680,-27.884508,25.1187765
suburb,,,Churchill Estate,7500,-33.8984972,18.5740243
town,,,Cintsa East,5275,-32.8241371,28.1093894
town,,,Citrusdal,7340,-32.58667,19.008502
metro_municipality,CPT,municipal_code,City of Cape Town,,-33.8370431,18.5403069
metro_municipality,JHB,municipal_code,City of Johannesburg,,-26.2053479,27.8907996
local_municipality,NW403,municipal_code,City of Matlosana,,-26.8652662,26.6079859
metro_municipality,TSH,municipal_code,City of Tshwane,,-25.6168782,28.2633292
town,,,Clansthal,,-30.238709,30.7805535
town,,,Clanwilliam,8135,-32.1954239,18.8871787
town,,,Clarens,9707,-28.5134758,28.4069376
town,,,Clermont,3610,-29.7932108,30.8984096
town,,,Clewer,,-25.9066454,29.1282874
town,,,Clocolan,9735,-28.9064664,27.5366175
town,,,Coalville,,-26.0315419,29.157232
town,,,Coffee Bay,,-31.9836706,29.1466842
town,,,Colchester,6001,-33.695042,25.8006006
town,,,Coldstream,,-33.9617358,23.7045434
town,,,Colenso,3360,-28.7487028,29.821562
town,,,Colesberg,9795,-30.7199754,25.0389372
town,,,Coligny,2725,-26.3320695,26.3037064
town,,,Concordia,,-29.3633004,17.9392197
town,,,Cookhouse,5820,-32.7407784,25.8008495
town,,,Cool Air,,-29.360821,30.6292095
town,,,Cornelia,9850,-27.2418886,28.8487075
town,,,Coronation,,-25.8502939,29.2099752
town,,,Cradock,5880,-32.16847,25.6172884
town,,,Creighton,,-30.0280962,29.8392922
town,,,Cullinan,1000,-25.6796501,28.5206053
town,,,Culunca,,-31.1606669,28.7249832
town,,,Cumakala,,-32.5616813,27.4431815
town,,,Dainfern,2191,-25.9855745,27.9955768
town,,,Dalton,,-29.3407036,30.6299843
town,,,Danielskuil,8405,-28.1824189,23.5195966
local_municipality,KZN254,municipal_code,Dannhauser,,-27.9900758,29.8358689
town,,,Darling,7345,-33.3708542,18.3760284
town,,,Darnall,4480,-29.2688834,31.3625433
town,,,Davel,,-26.4513758,29.661927
town,,,Daveyton,1520,-26.1449755,28.4069643
town,,,De Aar,7000,-30.6586198,23.9971864
town,,,Dealesville,9348,-28.6728576,25.7498428
town,,,De Doorns,6875,-33.4741243,19.6623333
suburb,,,De Duin,7500,-33.8851427,18.5683293
town,,,Deelkraal,2499,-32.59563,26.67229
town,,,Delareyville,2770,-26.6847366,25.4494031
town,,,Delmas,2210,-26.1752654,28.5902264
town,,,Delportshoop,8377,-28.4151441,24.3003069
town,,,Dendron,715,-23.3668697,29.318162
town,,,Deneysville,1932,-26.9013534,28.068379
town,,,Derby,,-25.9385854,27.0107194
town,,,Despatch,6220,-33.8044185,25.4600348
town,,,Devon,2260,-26.3564044,28.7801463
town,,,Dewetsdorp,9940,-29.5808725,26.6624519
town,,,Die Eiland,6525,-34.0528249,22.2364524
local_municipality,FS192,municipal_code,Dihlabeng,,-28.3707329,28.0158359
town,,,Dikgale,721,-23.5029282,29.3560353
local_municipality,NC092,municipal_code,Dikgatlong,,-28.4037988,24.2469288
town,,,Dilopye,,-25.3838256,28.190388
town,,,Dimbaza,5671,-32.8353997,27.2108009
town,,,Dingleton,8445,-27.7833707,22.9773592
local_municipality,MP306,municipal_code,Dipaleseng,,-26.7654893,28.4848369
town,,,Dirkiesdorp,,-27.1733189,30.4014296
suburb,,,Ditlhake,,-29.3919508,24.9934451
local_municipality,NW384,municipal_code,Ditsobotla,,-26.11375,25.9322417
town,,,Dlamini,1818,-26.2648383,27.8545776
town,,,Dohne,,-32.5190907,27.4485194
town,,,Dominionville,,-26.8998785,26.390016
town,,,Donnybrook,,-29.9283909,29.8741326
town,,,Doringbaai,8151,-31.8200063,18.2362666
town,,,Douglas,8730,-29.052925,23.7441135
local_municipality,WC023,municipal_code,Drakenstein,,-33.5019079,18.7542388
local_municipality,MP316,municipal_code,Dr JS Moroka,,-25.1052935,28.6270616
district_municipality,DC40,municipal_code,Dr Kenneth Kaunda,,-26.7455105,26.0687054
district_municipality,DC39,municipal_code,Dr Ruth Segomotsi Mompati,,-26.5467876,23.3521703
town,,,Drummond,,-29.7568473,30.6809107
town,,,Dube,1801,-28.8586487,31.923887
town,,,Duduza,1496,-26.3705945,28.4017432
town,,,Dukuduku,3936,-28.0992729,32.3347066
town,,,Dullstroom,,-25.4183692,30.088814
town,,,Dumbe,3180,-28.5567041,30.3109767
town,,,Duncan Village,5209,-33.0062665,27.8752282
town,,,Dundee,3000,-28.1643937,30.2088186
city,,,Durban,4001,-29.8514719,30.9537741
town,,,Durbanville,7550,-33.8327304,18.6460631
town,,,Durnacol,,-28.0448495,30.0203084
town,,,Dysselsdorp,6628,-33.5902541,22.4033355
town,,,Dzanani,955,-22.8780826,30.1454338
province,ZA-EC,iso_3166,Eastern Cape,,-32.4025758,24.8706044
city,,,East London,5201,-32.9917758,27.8114527
town,,,Ebenhaeser,,-31.654613,18.2266594
town,,,Ebony Park,1632,-26.0031509,28.1721424
district_municipality,DC4,municipal_code,Eden,,-33.8742206,21.1989569
town,,,Edenvale,1609,-26.1357848,28.1392088
town,,,Edenville,9535,-27.5600539,27.66065
local_municipality,KZN261,municipal_code,eDumbe,,-27.4774876,30.6589153
town,,,Eendekuil,,-32.6871883,18.8796861
town,,,Eendrag,2266,-26.3778293,28.8788313
town,,,Eerste River,7100,-34.0054517,18.7317755
district_municipality,DC32,municipal_code,Ehlanzeni,,-25.0532159,30.7068628
town,,,Ekangala,1021,-25.678749,28.7329743
town,,,Eksteenfontein,,-28.8242636,17.2555672
metro_municipality,EKU,municipal_code,Ekurhuleni,,-26.1937101,28.1819101
town,,,Elands Bay,,-32.3185887,18.3325867
town,,,Elandskraal,,-28.4809514,30.5287665
local_municipality,LIM472,municipal_code,Elias Motsoaledi,,-25.2251818,29.2846616
town,,,Elliot,5460,-31.3150618,27.8247912
town,,,Elliotdale,5070,-31.9669434,28.6772723
town,,,Eloff,,-26.168186,28.6017702
town,,,Elsie's River,7490,-33.9227694,18.5655438
local_municipality,EC141,municipal_code,Elundini,,-30.936547,28.0991066
town,,,Elysium,,-30.4767598,30.6285865
local_municipality,KZN253,municipal_code,eMadlangeni,,-27.6245824,30.1279764
local_municipality,MP314,municipal_code,Emakhazeni,,-25.6125036,29.8384457
local_municipality,EC136,municipal_code,Emalahleni,,-26.0270007,29.0026107
local_municipality,MP312,municipal_code,Emalahleni,,-26.0180351,28.9100024
town,,,Emalangeni,,-29.6400464,30.6950254
town,,,Embalenhle,2285,-26.5498292,29.0701813
local_municipality,GT421,municipal_code,Emfuleni,,-26.6106729,27.699765
town,,,eMgwenya,1195,-25.6466623,30.327248
town,,,eMjindini,,-25.7636936,31.0116659
local_municipality,KZN232,municipal_code,Emnambithi-Ladysmith,,-28.4289517,29.5772437
town,,,Emona,4399,-29.5496444,31.0885877
town,,,eMondlo,,-27.9809238,30.7228412
town,,,Empangeni,3880,-28.7700067,31.8431562
local_municipality,NC073,municipal_code,Emthanjeni,,-30.8150345,23.5017877
town,,,eMzinoni,2309,-26.4985989,29.4237141
local_municipality,KZN241,municipal_code,Endumeni,,-28.1852045,30.1529728
local_municipality,EC137,municipal_code,Engcobo,,-31.6698955,27.977499
town,,,Enhlalakahle,3500,-29.0759437,30.6028906
town,,,Ennerdale,1830,-26.4168818,27.8261275
town,,,Enon,6125,-33.4071143,25.5363841
local_municipality,LIM471,municipal_code,Ephraim Mogale,,-24.9070218,29.1293582
town,,,Ermelo,2351,-26.5123338,29.9541873
town,,,Eshowe,3815,-28.8915795,31.4508743
town,,,eSibongile,3000,-28.1847214,30.2263126
town,,,Esikhawini,3887,-28.8703001,31.9062664
town,,,eSizameleni,,-27.3511887,30.1572159
town,,,Estcourt,3310,-29.0224047,29.8564972
metro_municipality,ETH,municipal_code,eThekwini,,-29.8513422,30.951492
town,,,Evander,2280,-26.4729738,29.088043
town,,,Evaton,1984,-26.5271577,27.8256213
town,,,Excelsior,9760,-28.9339005,27.051511
town,,,Ezakheni,3381,-28.601724,29.9216392
town,,,eZamokuhle,,-26.9998953,29.8454856
town,,,Ezibeleni,5326,-31.8960836,26.967434
local_municipality,KZN215,municipal_code,Ezingoleni,,-30.7798679,30.1028566
suburb,,,Fairfield Estate,7500,-33.899882,18.5888074
town,,,Fauresmith,9978,-29.7528518,25.3198222
local_municipality,LIM474,municipal_code,Fetakgomo,,-24.4271618,29.768069
district_municipality,DC20,municipal_code,Fezile Dabi,,-27.4793575,27.1809934
town,,,Ficksburg,9730,-28.868513,27.8379944
town,,,Fisantekraal,7550,-33.7841202,18.714422
town,,,Fisherhaven,7200,-34.3633207,19.1258079
town,,,Fish Hoek,7975,-34.1325865,18.4115072
town,,,Flagstaff,4810,-31.0801973,29.4755571
town,,,Fochville,2515,-26.4722945,27.4659986
town,,,Folweni,,-29.9968947,30.8175989
town,,,Fort Beaufort,5720,-32.7749161,26.5879885
town,,,Fouriesburg,9725,-28.6186343,28.1875098
district_municipality,DC9,municipal_code,Frances Baard,,-28.3732894,24.0173219
town,,,Frankfort,9830,-27.2787241,28.5035125
town,,,Franschhoek,7690,-33.9069839,19.1318796
town,,,Franskraalstrand,7220,-34.6053239,19.3965563
town,,,Fraserburg,6960,-31.9029061,21.5293067
province,ZA-FS,iso_3166,Free State,,-28.7147949,25.7861003
town,,,Friemersheim,6525,-33.9568505,22.1346798
town,,,Galeshewe,8345,-28.7247233,24.7119844
local_municipality,NC453,municipal_code,Gamagara,,-27.6883779,22.8799094
town,,,Gamalakhe,4249,-30.8063758,30.3288443
town,,,Ga-Mashashane,,-23.9410649,29.1140242
town,,,Gansbaai,7220,-34.5852902,19.3491004
town,,,Ganspan,,-27.9720244,24.7621687
town,,,Ga-Rankuwa,208,-25.5866027,27.9958343
local_municipality,EC144,municipal_code,Gariep,,-30.6641812,25.6357918
town,,,Garies,8220,-30.5755018,17.9901157
local_municipality,NC452,municipal_code,Ga-Segonyana,,-27.590919,23.4255815
province,ZA-GP,iso_3166,Gauteng,,-26.0242778,27.6960219
town,,,Geluksburg,,-28.5190503,29.3533412
town,,,Genadendal,7234,-34.0412318,19.5575588
local_municipality,WC044,municipal_code,George,,-33.9287105,22.3981351
town,,,Germiston,1401,-26.2330387,28.1490165
district_municipality,DC30,municipal_code,Gert Sibande,,-26.6486819,28.8850614
town,,,Gingindlovu,3800,-29.024158,31.5814283
town,,,Giyani,826,-23.3102584,30.6899579
town,,,Glencoe,2930,-28.1750818,30.1319473
suburb,,,Glenlily,7500,-33.9031129,18.5747558
suburb,,,Goedgedacht,9499,-27.6751784,27.2273243
town,,,Goedverwacht,7323,-32.8623177,18.6825321
town,,,Gonubie,5257,-32.9433764,28.0040498
town,,,Goodwood,7460,-33.9102243,18.5248092
town,,,Gouda,,-33.2972862,19.0351864
local_municipality,MP307,municipal_code,Govan Mbeki,,-26.4565323,29.0781972
city,,,Gqeberha (Port Elizabeth),6001,-33.8197758,25.388985
town,,,Graaff-Reinet,6280,-32.2593377,24.509932
town,,,Graafwater,8120,-32.1553455,18.6028389
town,,,Grabouw,7160,-34.1566479,18.9973274
town,,,Grahamstown,6139,-33.3176215,26.5200536
town,,,Graskop,1270,-24.937749,30.8369377
town,,,Gravelotte,895,-23.9513095,30.6121491
town,,,Great Brak River,6525,-34.0455627,22.2101406
local_municipality,LIM331,municipal_code,Greater Giyani,,-23.3772106,30.6711606
local_municipality,KZN433,municipal_code,Greater Kokstad,,-30.273594,29.3366258
local_municipality,LIM332,municipal_code,Greater Letaba,,-23.53101,30.1999273
local_municipality,NW394,municipal_code,Greater Taung,,-27.5572549,24.2030131
local_municipality,LIM475,municipal_code,Greater Tubatse,,-24.6760765,30.1612168
local_municipality,LIM333,municipal_code,Greater Tzaneen,,-23.8727995,30.1309171
local_municipality,EC123,municipal_code,Great Kei,,-32.664514,27.92076
town,,,Greylingstad,2415,-26.7482803,28.7565032
town,,,Greyton,7233,-34.0590536,19.6091102
town,,,Greytown,3250,-29.055798,30.5873597
town,,,Griekwastad,8365,-28.8487569,23.2209125
town,,,Groblersdal,470,-25.1683677,29.3958059
town,,,Groblershoop,8850,-28.8957422,21.9864824
town,,,Grootdrink,,-28.5619834,21.7525543
town,,,Gutshwa,1247,-25.2663642,31.2007609
town,,,Haarlem,,-33.7359151,23.3310119
town,,,Haenertsburg,,-23.9448928,29.9408879
town,,,Haga Haga,,-32.7622274,28.2528681
town,,,Hamburg,5641,-33.2911535,27.4541385
town,,,Hammanskraal,407,-25.4119145,28.2507877
town,,,Hankey,6350,-33.8321278,24.8572145
town,,,Hanover,7005,-31.0679791,24.4436939
local_municipality,NC065,municipal_code,Hantam,,-31.1671537,19.4973454
town,,,Harding,4680,-30.5765751,29.8871934
town,,,Harrismith,9880,-28.2746523,29.1187771
town,,,Harry Gwala Park,4730,-30.3242171,28.7832816
town,,,Hartebeesfontein,250,-26.7669944,26.4214077
town,,,Hartenbos,6520,-34.1247836,22.0969348
town,,,Hartswater,8570,-27.7522169,24.7935414
town,,,Hattingspruit,,-28.0794001,30.1272262
town,,,Hawston,7202,-34.3846754,19.131566
town,,,Hazyview,1242,-25.0421592,31.1334133
town,,,Hectorspruit,,-25.4405857,31.6786656
town,,,Heilbron,9650,-27.2732241,27.972992
town,,,Hendrina,1095,-26.147012,29.72365
town,,,Hennenman,9445,-27.9765122,27.0220399
town,,,Herbertsdale,,-34.0170594,21.7639193
town,,,Hermanus,7200,-34.4140339,19.2473521
town,,,Herschel,9756,-30.6147518,27.1594005
town,,,Hertzogville,9482,-28.1252124,25.496967
local_municipality,WC042,municipal_code,Hessequa,,-34.1014992,20.9496227
town,,,Hibberdene,4220,-30.5720553,30.5642656
local_municipality,KZN216,municipal_code,Hibiscus Coast,,-30.8162838,30.2871894
town,,,Hilton,3201,-29.5571966,30.2844631
town,,,Himeville,,-29.7485896,29.5095267
town,,,Hlalanikahle,1039,-25.8420135,29.1150618
town,,,Hlanganani,,-23.1938738,30.2312517
town,,,Hlobane,,-27.709952,30.9909325
town,,,Hlohlolwane,9735,-28.9065819,27.5553349
town,,,Hluhluwe,,-28.0241823,32.2815091
town,,,Hobhouse,9740,-29.527577,27.1414789
town,,,Hoedspruit,1380,-24.3506241,30.9595081
town,,,Hogsback,,-32.5949218,26.9279203
town,,,Holly Country,1946,-26.9322924,27.9185096
town,,,Holpan,,-28.3594048,24.6408114
town,,,Hondeklip Bay,,-30.3277601,17.291672
town,,,Hoopstad,9479,-27.8387104,25.9211284
town,,,Hopefield,7355,-33.0439604,18.3211071
town,,,Hopetown,8750,-29.6204045,24.0870253
town,,,Hotazel,8490,-27.1963487,22.8330228
town,,,Hout Bay,7806,-34.0402043,18.3480819
town,,,Howick,3290,-29.4961792,30.2166233
town,,,Hoyi,,-25.8155547,31.8475736
town,,,Huhudi,8601,-26.9771081,24.7412616
town,,,Humansdorp,6300,-34.015779,24.7528193
town,,,Ibisi,,-30.4118548,29.8895392
town,,,Idutywa,5000,-32.0972538,28.3106476
town,,,Ifafa Beach,,-30.4631761,30.6534541
town,,,Ikgomotseng,9358,-28.7356488,26.1121044
local_municipality,EC103,municipal_code,Ikwezi,,-33.0185841,24.6689463
district_municipality,DC29,municipal_code,iLembe,,-29.2775484,31.1767699
town,,,Ilitha,5606,-32.8949383,27.5343679
local_municipality,KZN236,municipal_code,Imbabazane,,-29.0522558,29.6450174
town,,,Imizamo Yethu,7806,-34.02823,18.3583182
local_municipality,KZN224,municipal_code,Impendle,,-29.5973132,29.8645312
town,,,Inchanga,3670,-29.7411461,30.6780784
local_municipality,KZN233,municipal_code,Indaka,,-28.318267,30.0904845
local_municipality,EC153,municipal_code,Ingquza Hill,,-31.2516936,29.4898836
town,,,Ingwavuma,,-27.1350592,31.993722
local_municipality,KZN431,municipal_code,Ingwe,,-29.8718528,29.6811449
local_municipality,EC133,municipal_code,Inkwanca,,-31.4859196,26.1843243
town,,,Intabazwe,9880,-28.2397943,29.1007418
local_municipality,EC135,municipal_code,Intsika Yethu,,-31.9513379,27.48716
local_municipality,EC131,municipal_code,Inxuba Yethemba,,-31.8717138,25.0789669
town,,,Itekeng,,-26.3625163,25.9046582
town,,,Ivory Park,1693,-25.999609,28.1872296
town,,,Ixopo,3276,-30.1518407,30.0610179
town,,,Jacobsdal,8710,-29.1334058,24.7658986
town,,,Jagersfontein,9974,-29.761409,25.4302338
town,,,Jagersrust,,-28.5989142,29.1182692
town,,,Jan Kempdorp,8550,-27.9165682,24.8033631
town,,,Jansenville,6265,-32.9436236,24.6574086
town,,,Jeffreys Bay,6330,-34.0395741,24.9038625
district_municipality,Joe Gqabi,municipal_code,Joe Gqabi,,-30.9573855,26.4773648
local_municipality,NC451,municipal_code,Joe Morolong,,-26.7892222,23.1015035
city,,,Johannesburg,2001,-26.1808222,28.0232219
district_municipality,DC45,municipal_code,John Taolo Gaetsewe,,-27.0594327,22.5352162
town,,,Joubertina,6410,-33.8328974,23.8676762
town,,,Jouberton,2574,-26.8929698,26.5836543
local_municipality,KZN275,municipal_code,Jozini,,-27.3159722,31.8629835
town,,,Kaalfontein,1632,-25.9887503,28.1681245
town,,,Kabah,6229,-33.7604646,25.3918231
town,,,KaBokweni,1245,-25.3416474,31.1244817
local_municipality,NW397,municipal_code,Kagisano-Molopo,,-26.5430718,23.768021
local_municipality,NC082,municipal_code,Kai !Garib,,-28.8207695,20.5963181
town,,,Kakamas,8870,-28.7690263,20.5497907
town,,,Kalbaskraal,7302,-33.5748166,18.6450952
town,,,Kambi,,-31.485509,28.6596348
local_municipality,NC064,municipal_code,Kamiesberg,,-30.5262318,17.7703809
town,,,Kamieskroon,,-30.2168879,17.9231137
local_municipality,WC041,municipal_code,Kannaland,,-33.6707531,20.9748533
town,,,Kanoneiland,,-28.6595351,21.0807314
town,,,Kanyamazane,1214,-25.4686062,31.1785013
town,,,Karatara,6580,-33.912893,22.8378709
local_municipality,NC074,municipal_code,Kareeberg,,-30.5396272,21.7578376
town,,,Kareedouw,6400,-33.9553745,24.2910921
local_municipality,NC066,municipal_code,Karoo Hoogland,,-31.7403044,20.4596278
town,,,Karos,,-28.4239741,21.6081059
town,,,Kathu,8446,-27.7729163,22.9862287
town,,,Katlehong,1431,-26.3649337,28.1451018
town,,,Keimoes,8860,-28.6966289,20.9662153
town,,,Kei Mouth,5260,-32.6778845,28.360901
town,,,Keiskammahoek,5670,-32.6825951,27.1332572
town,,,Kelso,,-30.3607015,30.7074114
town,,,Kempton Park,1619,-26.0957849,28.2216328
town,,,Kendal,2225,-26.0667627,28.944936
town,,,Kenhardt,8900,-29.3597982,21.1538338
