place_type,place_code,code_type,eng,street_code,latitude,longitude
town,,,Suurman,407,-25.3666309,28.2211377
local_municipality,WC015,municipal_code,Swartland,,-33.299151,18.3992969
town,,,Swartruggens,2835,-25.6481591,26.6841528
local_municipality,WC034,municipal_code,Swellendam,,-34.1121106,20.2168588
town,,,Swellendam,6740,-34.0222345,20.433382
town,,,Taaiboschgroet,,-22.846388,28.9059009
town,,,Tabankulu,5130,-30.9613433,29.3048015
town,,,Temba,407,-25.3789623,28.2648869
local_municipality,MP321,municipal_code,Thaba Chweu,,-25.0981276,30.3938135
town,,,Thaba Phatshwa,,-29.3146817,27.1123093
town,,,Thabazimbi,387,-24.5898553,27.3895953
local_municipality,LIM361,municipal_code,Thabazimbi,,-24.3910833,26.6866436
district_municipality,DC19,municipal_code,Thabo Mofutsanyana,,-28.1608705,28.0258005
local_municipality,WC031,municipal_code,Theewaterskloof,,-34.1651615,19.2355536
town,,,Thembalesizwe,6270,-32.4879925,24.0611221
local_municipality,NC076,municipal_code,Thembelihle,,-29.7001437,23.6900474
local_municipality,MP315,municipal_code,Thembisile Hani,,-25.491787,28.8542929
town,,,Theunissen,9410,-28.4046801,26.702175
town,,,Thohoyandou,950,-22.9757962,30.4320235
town,,,Thokoza,3838,-26.3526962,28.1259192
town,,,Tholongwe,,-23.9649861,29.6872309
town,,,Thubalethu,3850,-28.5661637,31.3881307
town,,,Thubelihle,2271,-26.2139546,29.2858153
local_municipality,LIM343,municipal_code,Thulamela,,-22.9129283,30.4332198
town,,,Thulwe,419,-25.2311995,28.202095
town,,,Tidimalo,,-28.4249347,24.3080976
town,,,Tigane,2600,-26.7395232,26.4151568
town,,,Tikwana,,-27.8407805,25.9187031
town,,,Tlhabane,299,-25.6401548,27.2091225
town,,,Tlhabologang,,-26.3291889,26.2990965
town,,,Tlholong,,-28.3274717,28.6923728
local_municipality,NW402,municipal_code,Tlokwe,,-26.7170924,26.8948772
local_municipality,FS182,municipal_code,Tokologo,,-28.388635,25.0796897
town,,,Tongaat,4399,-29.5761509,31.0943685
town,,,Touws River,6880,-33.3357638,20.0289545
town,,,Trafalgar,,-30.9562643,30.2902262
town,,,Trichardt,2300,-26.489227,29.2218884
town,,,Trompsburg,9913,-30.0276501,25.7726401
town,,,Trust Feed,,-29.3977093,30.5401129
town,,,Tsakane,1550,-26.3636292,28.3653028
local_municipality,NC085,municipal_code,Tsantsabane,,-28.2604901,22.9216397
town,,,Tshepiso,1928,-26.685681,27.8711927
town,,,Tshepisong,1754,-26.1908913,27.7956678
town,,,Tshimbupfe,983,-23.1764724,30.4817442
town,,,Tshing,2710,-26.3184206,26.7965596
local_municipality,EC132,municipal_code,Tsolwana,,-31.8337985,25.5138925
local_municipality,NW382,municipal_code,Tswaing,,-26.5750747,25.4656353
town,,,Tswelelang,2630,-27.227827,25.9783798
local_municipality,FS183,municipal_code,Tswelopele,,-28.0517093,25.7308359
town,,,Tugela Mouth,,-29.2188934,31.5030175
town,,,Tumahole,9585,-26.9194574,27.4762583
town,,,Turfloop,,-23.8854652,29.7359734
town,,,Tweespruit,9770,-29.1911844,27.0264476
town,,,Tzaneen,850,-23.8057696,30.1265001
local_municipality,KZN434,municipal_code,Ubuhlebezwe,,-30.1773422,30.0867036
local_municipality,NC071,municipal_code,Ubuntu,,-31.380985,22.7306115
town,,,Ugie,5470,-31.202714,28.2321369
district_municipality,DC21,municipal_code,Ugu,,-30.5296098,30.1223501
town,,,Uitenhage,6229,-33.7569272,25.3819659
town,,,Ulco,8390,-28.3236455,24.2176311
town,,,Ulundi,3838,-28.2949668,31.4247265
local_municipality,KZN266,municipal_code,Ulundi,,-28.2420436,31.17631
town,,,uMasizakhe,6280,-32.2389347,24.5378614
town,,,Umbumbulu,,-29.983899,30.7027206
local_municipality,KZN212,municipal_code,uMdoni,,-30.334725,30.6129395
town,,,Umgababa,4126,-30.1419211,30.8192635
district_municipality,DC22,municipal_code,uMgungundlovu,,-29.4614549,29.9573407
local_municipality,KZN271,municipal_code,uMhlabuyalingana,,-27.1815448,32.3725169
local_municipality,KZN282,municipal_code,uMhlathuze,,-28.7760629,31.8453746
local_municipality,MP323,municipal_code,Umjindi,,-25.7485499,30.9140799
district_municipality,DC27,municipal_code,uMkhanyakude,,-27.6174011,31.8193068
town,,,Umkomaas,4170,-30.2090036,30.7897212
local_municipality,KZN284,municipal_code,uMlalazi,,-28.8987555,31.315475
town,,,Umlazi,4066,-29.9678308,30.8665906
local_municipality,KZN222,municipal_code,uMngeni,,-29.4399957,29.9623446
local_municipality,KZN221,municipal_code,uMshwathi,,-29.3826588,30.4799853
local_municipality,NC072,municipal_code,Umsobomvu,,-30.8036044,24.8219329
town,,,Umtentweni,4235,-30.7178373,30.4580826
local_municipality,KZN234,municipal_code,Umtshezi,,-28.9241551,29.7799232
local_municipality,KZN214,municipal_code,uMuziwabantu,,-30.6322558,29.7822453
local_municipality,KZN245,municipal_code,Umvoti,,-29.0308219,30.5645187
local_municipality,KZN435,municipal_code,Umzimkhulu,,-30.276737,29.5544836
town,,,Umzimkulu,,-30.265828,29.9276458
local_municipality,EC442,municipal_code,Umzimvubu,,-30.7898887,28.8847353
town,,,Umzinto,4200,-30.303684,30.6614194
district_municipality,DC24,municipal_code,uMzinyathi,,-28.6032986,30.257676
local_municipality,KZN213,municipal_code,Umzumbe,,-30.4865324,30.243392
town,,,Umzumbe,4225,-30.6235967,30.5361543
town,,,Underberg,,-29.7953692,29.4863753
town,,,Uniondale,6460,-33.6588941,23.1200147
local_municipality,KZN262,municipal_code,uPhongolo,,-27.5013132,31.3751839
district_municipality,DC23,municipal_code,uThukela,,-28.7087015,29.3829485
district_municipality,DC28,municipal_code,uThungulu,,-28.7419778,31.30125
town,,,Utlwanang,,-27.8930006,25.1223489
town,,,Utrecht,2980,-27.6642259,30.3030861
town,,,Uvongo,4270,-30.8338278,30.3801203
town,,,Vaal Marina,,-26.876528,28.2256915
town,,,Vanderbijlpark,1911,-26.7152793,27.77909
town,,,Vanderkloof,8771,-30.0013212,24.7407318
town,,,Van Reenen,,-28.3757391,29.3796171
town,,,Vanrhynsdorp,8170,-31.609493,18.7396888
town,,,Vanwyksvlei,7655,-30.3509321,21.8113652
town,,,Van Zylsrus,,-26.8781371,22.0497285
town,,,Velddrif,7365,-32.7772295,18.155507
town,,,Ventersburg,9450,-28.0849579,27.1388914
town,,,Ventersdorp,2710,-26.3168483,26.8055743
local_municipality,NW401,municipal_code,Ventersdorp,,-26.3217826,26.629892
town,,,Venterstad,9798,-30.7737045,25.7953504
town,,,Vereeniging,1939,-26.6022035,27.8903499
town,,,Verkeerdevlei,9401,-28.834901,26.7736065
town,,,Verulam,4339,-29.6492309,31.0398727
district_municipality,DC34,municipal_code,Vhembe,,-22.8013964,29.7885079
town,,,Victoria West,7070,-31.3990445,23.1180607
local_municipality,MP311,municipal_code,Victor Khanye,,-26.1332631,28.6820978
town,,,Vierfontein,2615,-27.0965053,26.7730226
town,,,Viljoenskroon,9520,-27.2149087,26.9469546
town,,,Villiers,9840,-27.029132,28.6066507
town,,,Villiersdorp,6848,-33.9890899,19.2845903
town,,,Vioolsdrif,,-28.775754,17.6228557
town,,,Volksrust,2470,-27.3653558,29.8809268
town,,,Vosburg,8780,-30.5715237,22.8766533
town,,,Vosloorus,1475,-26.356951,28.1958832
town,,,Vosman,1034,-25.8689684,29.1381037
town,,,Vrede,9835,-27.4233129,29.1623203
town,,,Vredefort,9595,-27.0055444,27.3678193
town,,,Vredenburg,7380,-32.9100063,17.9897856
town,,,Vryburg,8601,-26.9562557,24.7229346
town,,,Vryheid,3100,-27.7701286,30.7863568
town,,,Vukuzakhe,,-27.3664354,29.9039945
local_municipality,KZN211,municipal_code,Vulamehlo,,-30.1957403,30.5289434
town,,,Vuwani,952,-23.1379234,30.4219419
town,,,Wakkerstroom,2480,-27.3525442,30.1454748
town,,,Walkerville,1961,-26.415606,27.9551589
town,,,Warden,9890,-27.8534365,28.9625819
town,,,Wartburg,,-29.4322344,30.5716704
town,,,Wasbank,,-28.3125992,30.1024773
district_municipality,DC36,municipal_code,Waterberg,,-24.1849751,27.5676056
town,,,Waterpan,1779,-26.3478949,27.6853297
town,,,Wattville,1501,-26.2212283,28.297381
town,,,Wedela,2499,-26.4649446,27.3799796
town,,,Weenen,,-28.8476065,30.0820036
suburb,,,Welgelegen,7500,-33.8753717,18.5675568
town,,,Welkom,9459,-27.9809608,26.7282828
town,,,Wellington,7655,-33.642066,19.0017711
town,,,Welverdiend,2499,-26.3759688,27.2793876
town,,,Wepener,9944,-29.7295915,27.0270318
town,,,Wesselsbron,9680,-27.8366323,26.3666835
town,,,Wesselton,2351,-26.4997273,29.9665109
town,,,Westbrook,4399,-29.5917558,31.1642647
district_municipality,DC1,municipal_code,West Coast,,-32.1562325,18.0498431
province,ZA-WC,iso_3166,Western Cape,,-32.8697798,19.6348262
town,,,Weston,,-33.9860813,24.8260034
local_municipality,GT483,municipal_code,Westonaria,,-26.4246161,27.6051283
town,,,Westonaria,1779,-26.3209021,27.6469144
district_municipality,DC48,municipal_code,West Rand,,-26.210098,27.2656604
town,,,Westville,3629,-29.824411,30.9434717
town,,,Weza,,-30.5921498,29.7441201
town,,,White River,1240,-25.3369764,31.0007605
town,,,Whittlesea,5360,-32.1706239,26.8126213
town,,,Wilderness,6560,-33.9902428,22.5916265
town,,,Williston,8920,-31.3426686,20.9177335
town,,,Willowmore,6445,-33.2825795,23.4888964
town,,,Willowvale,5040,-32.2642012,28.5033391
town,,,Winburg,9420,-28.5186811,27.0103835
town,,,Windsorton,8510,-28.3351703,24.6878788
suburb,,,Winterskloof,3201,-29.5830284,30.2864294
town,,,Winterton,3340,-28.8150486,29.5323159
town,,,Winterveld,198,-25.4810319,28.0384765
town,,,Witbank,1034,-25.8885325,29.2264036
town,,,Witelsbos,,-33.9951106,24.1181274
town,,,Witpoort,,-27.1739822,26.1179345
town,,,Wittedrif,6603,-34.0112347,23.3308025
town,,,Wittewater,,-32.9151471,18.7013443
local_municipality,WC022,municipal_code,Witzenberg,,-33.1226211,19.1048471
town,,,Wolmaransstad,2630,-27.1956447,25.97238
town,,,Wolseley,6830,-33.4153755,19.1920271
town,,,Worcester,6850,-33.6495062,19.4445546
district_municipality,DC16,municipal_code,Xhariep,,-29.745744,25.2603964
town,,,Young Park,6001,-33.9164853,25.570711
town,,,Yzerfontein,,-33.3499739,18.1506609
town,,,Zakariyya Park,1813,-26.3674195,27.8933527
town,,,Zamani,,-27.6689876,29.5555785
town,,,Zastron,9950,-30.2981799,27.084822
town,,,Zeerust,2865,-25.5456963,26.0743069
town,,,Zithobeni,1024,-25.7807946,28.718243
town,,,Zoar,,-33.4976774,21.4384791
district_municipality,DC26,municipal_code,Zululand,,-27.8262158,31.1160125
town,,,Zwavelpoort,81,-25.8334735,28.3711558
town,,,Zwelethu,,-29.9600255,30.9196977
